id,vehicle_id,vehicle_label,vehicle_current_status,position_latitude,position_longitude,county
188,777,929,2,19.492000579833984,-99.12030029296876,Benito Juárez
189,523,1011,2,19.42729949951172,-99.1613998413086,Benito Juárez
190,533,1059,2,19.296499252319336,-99.1852035522461,Tlalpan
191,1254,1065,2,19.27910041809082,-99.16919708251952,Tlalpan
192,1256,1067,2,19.499000549316406,-99.11959838867188,Benito Juárez
193,1044,1084,2,19.36459922790528,-99.18199920654295,Benito Juárez
194,1248,1121,1,19.447099685668945,-99.1530990600586,Benito Juárez
195,1284,1256,2,19.44129943847656,-99.15489959716795,Benito Juárez
196,1072,1309,1,19.49760055541992,-99.11940002441406,Benito Juárez
197,1216,2315,2,19.38909912109375,-99.04949951171876,Benito Juárez
198,1218,2317,2,19.393600463867188,-99.13200378417967,Benito Juárez
199,1225,2341,2,19.3976993560791,-99.10880279541016,Benito Juárez
200,1226,2342,2,19.389299392700195,-99.05919647216795,Benito Juárez
201,1227,2343,2,19.39579963684082,-99.09320068359376,Benito Juárez
202,1238,2347,2,19.403499603271484,-99.1698989868164,Benito Juárez
203,1024,2351,2,19.390899658203125,-99.04730224609376,Benito Juárez
204,10002,2358,2,19.397300720214844,-99.10459899902344,Benito Juárez
205,1232,2363,2,19.39389991760254,-99.1374969482422,Benito Juárez
206,1235,2366,2,19.39509963989257,-99.1457977294922,Benito Juárez
